"db_ref","process_id","year","donorcode","donorname","agencycode","agencyname","crsid","projectnumber","initialreport","recipientcode","recipientname","regioncode","regionname","incomegroupcode","incomegroupname","flowcode","flowname","bi_multi","category","finance_t","aid_t","usd_commitment","usd_disbursement","usd_received","usd_commitment_defl","usd_disbursement_defl","usd_received_defl","usd_adjustment","usd_adjustment_defl","usd_amountuntied","usd_amountpartialtied","usd_amounttied","usd_amountuntied_defl","usd_amountpartialtied_defl","usd_amounttied_defl","usd_irtc","usd_expert_commitment","usd_expert_extended","usd_export_credit","currencycode","commitment_national","disbursement_national","grantequiv","usd_grantequiv","shortdescription","projecttitle","purposecode","purposename","sectorcode","sectorname","channelcode","channelname","channelreportedname","parentchannelcode","geography","expectedstartdate","completiondate","longdescription","sdgfocus","keywords","gender","environment","pdgg","trade","rmnch","drr","nutrition","disability","ftc","pba","investmentproject","assocfinance","biodiversity","climatemitigation","climateadaptation","desertification","commitmentdate","typerepayment","numberrepayment","interest1","interest2","repaydate1","repaydate2","usd_interest","usd_outstanding","usd_arrears_principal","usd_arrears_interest","capitalexpend","psiflag","psiaddtype","psiaddassess","psiadddevobj","ldcflag","ldcflagname","source"
"df_52824",763304,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010007201","ST1004878",8,259,"Mozambique",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"D02",0.004315,0.004315,0,0.004382,0.004382,0,NA,NA,0.001467,NA,0.002848,0.00149,NA,0.002892,0,NA,NA,NA,302,0.004315,0.004315,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES - CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_52825",763307,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010007202","ST1004886",8,288,"Zambia",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"D02",0.092604,0.092604,0,0.094039,0.094039,0,NA,NA,0.031485,NA,0.061119,0.031973,NA,0.062066,0,NA,NA,NA,302,0.092604,0.092604,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES - CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_52826",763311,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010007203","ST1004894",8,227,"Botswana",10003,"South of Sahara",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0.004983,0.004983,0,0.00506,0.00506,0,NA,NA,0.001694,NA,0.003289,0.00172,NA,0.00334,0,NA,NA,NA,302,0.004983,0.004983,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES - CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_52827",763317,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010007204","ST1004902",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"D02",0.565407,0.565407,0,0.574168,0.574168,0,NA,NA,0.192238,NA,0.373168,0.195217,NA,0.378951,0,NA,NA,NA,302,0.565407,0.565407,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES - CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_52828",763321,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010007206","ST1004928",8,218,"South Africa",10003,"South of Sahara",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0.047542,0.047542,0,0.048278,0.048278,0,NA,NA,0.016164,NA,0.031378,0.016415,NA,0.031864,0,NA,NA,NA,302,0.047542,0.047542,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES - CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_52829",763326,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010007205","ST1004910",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"D02",0.047217,0.047217,0,0.047949,0.047949,0,NA,NA,0.016054,NA,0.031163,0.016303,NA,0.031646,0,NA,NA,NA,302,0.047217,0.047217,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES - CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_52830",763333,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010007207","ST1004936",8,437,"Colombia",10006,"South America",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0.001335,0.001335,0,0.001356,0.001356,0,NA,NA,0.000454,NA,0.000881,0.000461,NA,0.000895,0,NA,NA,NA,302,0.001335,0.001335,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES - CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_52831",763337,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010007211","ST1004977",8,615,"Tajikistan",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"D02",0.002004,0.002004,0,0.002035,0.002035,0,NA,NA,0.000681,NA,0.001323,0.000692,NA,0.001343,0,NA,NA,NA,302,0.002004,0.002004,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES - CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_52832",763340,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010007209","ST1004951",8,431,"Brazil",10006,"South America",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0.002004,0.002004,0,0.002035,0.002035,0,NA,NA,0.000681,NA,0.001323,0.000692,NA,0.001343,0,NA,NA,NA,302,0.002004,0.002004,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES - CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_52833",763345,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010007208","ST1004944",8,440,"Ecuador",10006,"South America",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0.001335,0.001335,0,0.001356,0.001356,0,NA,NA,0.000454,NA,0.000881,0.000461,NA,0.000895,0,NA,NA,NA,302,0.001335,0.001335,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES - CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_52834",763352,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010007210","ST1004969",8,614,"Kyrgyzstan",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"D02",0.008681,0.008681,0,0.008815,0.008815,0,NA,NA,0.002951,NA,0.005729,0.002997,NA,0.005818,0,NA,NA,NA,302,0.008681,0.008681,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES - CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Effective Monitoring of MDG/PRSP Processes - Capacity Building for Users and Producers of Statistical Data",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_53789",768277,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010009574","ST1037332",8,238,"Ethiopia",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"D01",0.119642,0.119642,0,0.121496,0.121496,0,NA,NA,0,NA,0.119642,0,NA,0.121496,0,NA,NA,NA,302,0.119642,0.119642,NA,NA,"DEVELOPMENT OF AN ADEQUATE LAND INFORMATION SYSTEM AND IMPLEMENTATION OF AN ADDRESS SYSTEM FOR ADDIS ABABA.","Development of an adequate land information system and implementation of an address system for Addis Ababa.",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Development of an adequate land information system and implementation of an address system for Addis Ababa.",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_53866",768624,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010009641","ST1038058",8,241,"Ghana",10003,"South of Sahara",10018,"LMICs",11,"ODA Grants",1,10,110,"D01",0.11196,0.11196,0,0.113695,0.113695,0,NA,NA,0,NA,0.11196,0,NA,0.113695,0,NA,NA,NA,302,0.11196,0.11196,NA,NA,"THE ECONOMIC STATISTICS ADVISOR SUPPORTS GSS WITH THE DEVELOPMENT AND DISSEMINATION OF BROAD ECONOMIC STATISTICS AS AN INTEGRAL PART OF THE STATISTICS","The economic statistics advisor supports GSS with the development and dissemination of broad economic statistics as an integral part of the statistics",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","The economic statistics advisor supports GSS with the development and dissemination of broad economic statistics as an integral part of the statistics",NA,NA,1,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_53867",768629,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010009642","ST1038066",8,241,"Ghana",10003,"South of Sahara",10018,"LMICs",11,"ODA Grants",1,10,110,"D01",0.090848,0.090848,0,0.092255,0.092255,0,NA,NA,0,NA,0.090848,0,NA,0.092255,0,NA,NA,NA,302,0.090848,0.090848,NA,NA,"THE DATABASE ADMINISTRATOR SUPPORTS GSS WITH THE ASSESSMENT, DEVELOPMENT AND MONITORING OF THE STRATEGIC GOALS AND THE NATIONAL STATISTICAL SYSTEM","The database administrator supports GSS with the assessment, development and monitoring of the strategic goals and the national statistical system",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","The database administrator supports GSS with the assessment, development and monitoring of the strategic goals and the national statistical system",NA,NA,1,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_53963",769166,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010010072","ST1042977",8,665,"Pakistan",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"D01",0.090397,0.090397,0,0.091798,0.091798,0,NA,NA,0,NA,0.090397,0,NA,0.091798,0,NA,NA,NA,302,0.090397,0.090397,NA,NA,"DEVELOPMENT OF CONCEPTS AND METHODS FOR AN IMPROVED STATISTICAL ANALYSIS OF MACRO ECONOMIC DATA","Development of concepts and methods for an improved statistical analysis of macro economic data",15111,"Public finance management (PFM)",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Development of concepts and methods for an improved statistical analysis of macro economic data",NA,NA,1,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_53967",769185,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010010076","ST1043017",8,665,"Pakistan",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"D01",0.000397,0.000397,0,0.000404,0.000404,0,NA,NA,0,NA,0.000397,0,NA,0.000404,0,NA,NA,NA,302,0.000397,0.000397,NA,NA,"DEVELOPMENT OF CONCEPTS AND METHODS FOR AN IMPROVED STATISTICAL ANALYSIS OF MACRO ECONOMIC DATA","Development of concepts and methods for an improved statistical analysis of macro economic data",15111,"Public finance management (PFM)",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Development of concepts and methods for an improved statistical analysis of macro economic data",NA,NA,1,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_54006",769389,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010010115","ST1043611",8,266,"Rwanda",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"D01",0.004318,0.004318,0,0.004385,0.004385,0,NA,NA,0,NA,0.004318,0,NA,0.004385,0,NA,NA,NA,302,0.004318,0.004318,NA,NA,"THE I.E. SUPPORTS THE ESTABLISHMENT OF A FUNCTIONING LABOR MARKET INFORMATION SYSTEM AND TRAINS LOCAL STAFF ACCORDINGLY.","The I.E. supports the establishment of a functioning labor market information system and trains local staff accordingly.",11330,"Vocational training",113,"I.1.c. Secondary Education",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","The I.E. supports the establishment of a functioning labor market information system and trains local staff accordingly.",NA,NA,1,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_54008",769401,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010010117","ST1043637",8,266,"Rwanda",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"D01",0.07955,0.07955,0,0.080782,0.080782,0,NA,NA,0,NA,0.07955,0,NA,0.080782,0,NA,NA,NA,302,0.07955,0.07955,NA,NA,"THE I.E. SUPPORTS THE ESTABLISHMENT OF A FUNCTIONING LABOR MARKET INFORMATION SYSTEM AND TRAINS LOCAL STAFF ACCORDINGLY.","The I.E. supports the establishment of a functioning labor market information system and trains local staff accordingly.",11330,"Vocational training",113,"I.1.c. Secondary Education",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","The I.E. supports the establishment of a functioning labor market information system and trains local staff accordingly.",NA,NA,1,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_54027",769499,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010009939","ST1041466",8,358,"Mexico",10005,"Caribbean & Central America",10019,"UMICs",11,"ODA Grants",1,10,110,"D01",0.090411,0.090411,0,0.091812,0.091812,0,NA,NA,0,NA,0.090411,0,NA,0.091812,0,NA,NA,NA,302,0.090411,0.090411,NA,NA,"MODERNIZATION OF BIODIVERSITY RELATED DATA-MANAGEMENT","Modernization of biodiversity related data-management",41030,"Biodiversity",410,"IV.1. General Environment Protection",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Modernization of biodiversity related data-management",NA,NA,1,2,0,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_54028",769504,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010009940","ST1041474",8,358,"Mexico",10005,"Caribbean & Central America",10019,"UMICs",11,"ODA Grants",1,10,110,"D01",0.007166,0.007166,0,0.007277,0.007277,0,NA,NA,0,NA,0.007166,0,NA,0.007277,0,NA,NA,NA,302,0.007166,0.007166,NA,NA,"MODERNIZATION OF BIODIVERSITY RELATED DATA-MANAGEMENT","Modernization of biodiversity related data-management",41030,"Biodiversity",410,"IV.1. General Environment Protection",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Modernization of biodiversity related data-management",NA,NA,1,2,0,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_54041",769557,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010009953","ST1041623",8,259,"Mozambique",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"D01",0.004954,0.004954,0,0.00503,0.00503,0,NA,NA,0,NA,0.004954,0,NA,0.00503,0,NA,NA,NA,302,0.004954,0.004954,NA,NA,"INTEGRATED EXPERT","Integrated Expert",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","Integrated Expert",NA,NA,1,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_54060",769635,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010009972","ST1041888",8,275,"Namibia",10003,"South of Sahara",10019,"UMICs",11,"ODA Grants",1,10,110,"D01",0.000609,0.000609,0,0.000619,0.000619,0,NA,NA,0,NA,0.000609,0,NA,0.000619,0,NA,NA,NA,302,0.000609,0.000609,NA,NA,"THE EXPERT ESTABLISHES A COMPREHENSIVE GROUND WATER DATABASE TO FACILITATE A BETTER FARM ASSESSMENT AND SUPPORT LAND USE PLANNING PROCEDURES.","The expert establishes a comprehensive ground water database to facilitate a better farm assessment and support land use planning procedures.",14015,"Water resources conservation (including data collection)",140,"I.4. Water Supply & Sanitation",10000,"Public Sector Institutions","Public sector institutions",10000,"","","","The expert establishes a comprehensive ground water database to facilitate a better farm assessment and support land use planning procedures.",NA,NA,1,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_54566",772177,2010,5,"Germany",7,"Foreign Office","2010011436","6603475",8,861,"Palau",10012,"Oceania",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0.093181,0.093181,0,0.094625,0.094625,0,NA,NA,0.093181,NA,0,0.094625,NA,0,0,NA,NA,NA,302,0.093181,0.093181,NA,NA,"EXPLOSIVE REMNANTS OF WAR SURVEY","Explosive Remnants of War Survey",15250,"Removal of land mines and explosive remnants of war",152,"I.5.b. Conflict, Peace & Security",90000,"Other","Other",90000,"","2010-11-01","2011-02-28","prevention of civil population against risk of warfare agent and unexploded ordnance device",NA,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_56871",807835,2010,5,"Germany",16,"Federal Ministries","2010013270","CH B10",1,730,"China (People's Republic of)",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0.10596,0.101912,0,0.107602,0.103492,0,NA,NA,0,NA,0.10596,0,NA,0.107602,0,NA,NA,NA,302,0.10596,0.101912,NA,NA,"BILATERAL CO-OPERATION IN OFFICIAL STATISTICS WITH PR OF CHINA","Bilateral co-operation in official statistics with PR of China",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Federal Ministry",10000,"","2010-01-01","2010-12-31","Improvement of official statistics in PR of China",NA,NA,0,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_57052",809847,2010,5,"Germany",16,"Federal Ministries","2010013587","10_II_074_IDN_G_Date",1,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",2.768212,0,0,2.811108,0,0,NA,NA,1.910066,NA,0.858146,1.939665,NA,0.871444,0,NA,NA,NA,302,2.768212,0,NA,NA,"DATABASE FOR MANAGEMENT OF CLIMATE ADAPTATION INFORMATION AND DATA","Database for management of climate adaptation information and data",41082,"Environmental research",410,"IV.1. General Environment Protection",10000,"Public Sector Institutions","GTZ",10000,"","2010-11-01","2013-11-01","Accordingly, the purpose of the project is to improve Indonesia's ability to adapt to climate change impacts by means of an improved statistical basis and a standardized processing of data. A further goal of the project is to create an information management system to support planning, implementation and monitoring of adaptation measures.",NA,NA,0,2,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,2,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_58884",873951,2010,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010002417","200820753",3,665,"Pakistan",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.939459,0,0,0.954017,0,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,302,0,0.939459,NA,NA,"SUPPORT OF FEDERAL BUREAU OF STATISTICS","Support of Federal Bureau of Statistics",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","GTZ",10000,"","2008-10-06","2011-12-31","The Federal Bureau of Statistics is more independent and its data is more useful.",NA,NA,1,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
