commitmentdate,donorname_survey,projecttitle,recipientname,nsds,role,collaborators,csa,support_type,usd_costestimate,usd_commitment,isocode,recipientcode,regionid,regionname,iso3n,recipientname,source,db_ref,usd_disbursement
2018,International Monetary Fund - IMF,San Marino - Statistics Department: Technical Assistance Activities during FY 2019,San Marino,,Lead donor,NA,2.6; ,Technical assistance,"29,032",29032,SMR,NA,103,Eastern Europe,NA,San Marino,survey,imf_324_2019_San Marino,29032
2018,International Monetary Fund - IMF,Sao Tome And Principe - Statistics Department: Technical Assistance Activities during FY 2019,Sao Tome and Principe,,Lead donor,NA,2.6; 4.5; 2.5; 2.2; 2.4.7; ,Technical assistance,"156,614",156614,STP,268,4,Sub-Saharan Africa,678,Sao Tome and Principe,survey,imf_325_2019_Sao Tome and Principe,156614
2018,International Monetary Fund - IMF,Saudi Arabia - Statistics Department: Technical Assistance Activities during FY 2019,Saudi Arabia,,Lead donor,NA,2.6; 2.5; 2.2; 2.7; ,Technical assistance,"61,525",61525,SAU,566,11,Middle East,682,Saudi Arabia,survey,imf_326_2019_Saudi Arabia,61525
2018,International Monetary Fund - IMF,Senegal - Statistics Department: Technical Assistance Activities during FY 2019,Senegal,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"117,007",117007,SEN,269,4,Sub-Saharan Africa,686,Senegal,survey,imf_327_2019_Senegal,117007
2018,International Monetary Fund - IMF,Serbia - Statistics Department: Technical Assistance Activities during FY 2019,Serbia,,Lead donor,NA,2.5; 2.2; ,Technical assistance,"83,105",83105,SRB,63,103,Eastern Europe,688,Serbia,survey,imf_328_2019_Serbia,83105
2018,International Monetary Fund - IMF,Seychelles - Statistics Department: Technical Assistance Activities during FY 2019,Seychelles,,Lead donor,NA,2.2; 2.7; ,Technical assistance,"40,452",40452,SYC,270,4,Sub-Saharan Africa,690,Seychelles,survey,imf_329_2019_Seychelles,40452
2018,International Monetary Fund - IMF,Sierra Leone - Statistics Department: Technical Assistance Activities during FY 2019,Sierra Leone,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,Technical assistance,"181,246",181246,SLE,272,4,Sub-Saharan Africa,694,Sierra Leone,survey,imf_330_2019_Sierra Leone,181246
2018,International Monetary Fund - IMF,Singapore - Statistics Department: Technical Assistance Activities during FY 2019,Singapore,,Lead donor,NA,2.4.6; ,Technical assistance,"20,677",20677,SGP,761,18,South East Asia,702,Singapore,survey,imf_331_2019_Singapore,20677
2018,International Monetary Fund - IMF,Solomon Islands - Statistics Department: Technical Assistance Activities during FY 2019,Solomon Islands,,Lead donor,NA,2.5; 2.2; ,Technical assistance,"70,692",70692,SLB,866,12,Oceania,90,Solomon Islands,survey,imf_332_2019_Solomon Islands,70692
2018,International Monetary Fund - IMF,Somalia - Statistics Department: Technical Assistance Activities during FY 2019,Somalia,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; 2.7; ,Technical assistance,"224,003",224003,SOM,273,4,Sub-Saharan Africa,706,Somalia,survey,imf_333_2019_Somalia,224003
2018,International Monetary Fund - IMF,South Africa - Statistics Department: Technical Assistance Activities during FY 2019,South Africa,,Lead donor,NA,2.2; ,Technical assistance,"14,699",14699,ZAF,218,4,Sub-Saharan Africa,710,South Africa,survey,imf_334_2019_South Africa,14699
2018,International Monetary Fund - IMF,South Sudan - Statistics Department: Technical Assistance Activities during FY 2019,South Sudan,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"199,742",199742,SSD,279,4,Sub-Saharan Africa,NA,South Sudan,survey,imf_335_2019_South Sudan,199742
2018,International Monetary Fund - IMF,Sri Lanka - Statistics Department: Technical Assistance Activities during FY 2019,Sri Lanka,,Lead donor,NA,2.5; 2.2; 2.4.7; 2.7; ,Technical assistance,"100,559",100559,LKA,640,10,South Asia,144,Sri Lanka,survey,imf_336_2019_Sri Lanka,100559
2018,International Monetary Fund - IMF,St. Kitts And Nevis - Statistics Department: Technical Assistance Activities during FY 2019,Saint Kitts and Nevis,,Lead donor,NA,2.6; ,Technical assistance,"22,744",22744,KNA,382,15,Caribbean,659,Saint Kitts and Nevis,survey,imf_337_2019_Saint Kitts and Nevis,22744
2018,International Monetary Fund - IMF,St. Lucia - Statistics Department: Technical Assistance Activities during FY 2019,Saint Lucia,,Lead donor,NA,2.6; 2.2; 2.4.7; ,Technical assistance,"54,307",54307,LCA,383,15,Caribbean,662,Saint Lucia,survey,imf_338_2019_Saint Lucia,54307
2018,International Monetary Fund - IMF,St. Vincent And The Grenadines - Statistics Department: Technical Assistance Activities during FY 2019,Saint Vincent and the Grenadines,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; 2.7; ,Technical assistance,"42,789",42789,VCT,384,15,Caribbean,670,Saint Vincent and the Grenadines,survey,imf_339_2019_Saint Vincent and the Grenadines,42789
2018,International Monetary Fund - IMF,Sudan - Statistics Department: Technical Assistance Activities during FY 2019,Sudan,,Lead donor,NA,2.4.6; 2.2; 2.7; ,Technical assistance,"42,941",42941,SDN,278,4,Sub-Saharan Africa,729,Sudan,survey,imf_340_2019_Sudan,42941
2018,International Monetary Fund - IMF,Suriname - Statistics Department: Technical Assistance Activities during FY 2019,Suriname,,Lead donor,NA,2.6; 2.5; ,Technical assistance,"24,896",24896,SUR,457,7,South America,740,Suriname,survey,imf_341_2019_Suriname,24896
2018,International Monetary Fund - IMF,Tajikistan - Statistics Department: Technical Assistance Activities during FY 2019,Tajikistan,,Lead donor,NA,2.6; 2.5; 2.2; ,Technical assistance,"115,881",115881,TJK,615,17,Central Asia,762,Tajikistan,survey,imf_342_2019_Tajikistan,115881
2018,International Monetary Fund - IMF,Tanzania - Statistics Department: Technical Assistance Activities during FY 2019,Tanzania (United Republic of),,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,Technical assistance,"284,888",284888,TZA,282,4,Sub-Saharan Africa,834,Tanzania (United Republic of),survey,imf_343_2019_Tanzania (United Republic of),284888
2018,International Monetary Fund - IMF,"Timor-Leste, Democratic Rep.Of - Statistics Department: Technical Assistance Activities during FY 2019",Timor-Leste,,Lead donor,NA,2.6; 4.5; 2.2; 2.4.7; ,Technical assistance,"64,823",64823,TLS,765,18,South East Asia,626,Timor-Leste,survey,imf_344_2019_Timor-Leste,64823
2018,International Monetary Fund - IMF,Togo - Statistics Department: Technical Assistance Activities during FY 2019,Togo,,Lead donor,NA,2.6; 4.5; 2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"135,156",135156,TGO,283,4,Sub-Saharan Africa,768,Togo,survey,imf_345_2019_Togo,135156
2018,International Monetary Fund - IMF,Tonga - Statistics Department: Technical Assistance Activities during FY 2019,Tonga,,Lead donor,NA,2.6; 2.5; 2.2; ,Technical assistance,"78,467",78467,TON,870,12,Oceania,776,Tonga,survey,imf_346_2019_Tonga,78467
2018,International Monetary Fund - IMF,Trinidad And Tobago - Statistics Department: Technical Assistance Activities during FY 2019,Trinidad and Tobago,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; 2.7; ,Technical assistance,"53,585",53585,TTO,375,15,Caribbean,780,Trinidad and Tobago,survey,imf_347_2019_Trinidad and Tobago,53585
2018,International Monetary Fund - IMF,Tunisia - Statistics Department: Technical Assistance Activities during FY 2019,Tunisia,,Lead donor,NA,2.4.6; 2.2; 2.7; ,Technical assistance,"40,106",40106,TUN,139,3,North of Sahara,788,Tunisia,survey,imf_348_2019_Tunisia,40106
2018,International Monetary Fund - IMF,Turkey - Statistics Department: Technical Assistance Activities during FY 2019,Turkey,,Lead donor,NA,2.4.6; ,Technical assistance,"7,377",7377,TUR,55,103,Eastern Europe,792,Turkey,survey,imf_349_2019_Turkey,7377
2018,International Monetary Fund - IMF,Turks And Caicos - Statistics Department: Technical Assistance Activities during FY 2019,Turks and Caicos Islands,,Lead donor,NA,2.6; ,Technical assistance,"15,708",15708,TCA,387,15,Caribbean,796,Turks and Caicos Islands,survey,imf_350_2019_Turks and Caicos Islands,15708
2018,International Monetary Fund - IMF,Tuvalu - Statistics Department: Technical Assistance Activities during FY 2019,Tuvalu,,Lead donor,NA,2.6; 2.2; 2.4.7; ,Technical assistance,"79,809",79809,TUV,872,12,Oceania,798,Tuvalu,survey,imf_351_2019_Tuvalu,79809
2018,International Monetary Fund - IMF,Uganda - Statistics Department: Technical Assistance Activities during FY 2019,Uganda,,Lead donor,NA,2.5; 2.2; 2.4.7; 2.7; ,Technical assistance,"389,652",389652,UGA,285,4,Sub-Saharan Africa,800,Uganda,survey,imf_352_2019_Uganda,389652
2018,International Monetary Fund - IMF,Ukraine - Statistics Department: Technical Assistance Activities during FY 2019,Ukraine,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; 2.7; ,Technical assistance,"180,989",180989,UKR,85,103,Eastern Europe,804,Ukraine,survey,imf_353_2019_Ukraine,180989
2018,International Monetary Fund - IMF,United Arab Emirates - Statistics Department: Technical Assistance Activities during FY 2019,United Arab Emirates,,Lead donor,NA,2.2; 2.4.7; 2.7; ,Technical assistance,"98,614",98614,ARE,576,11,Middle East,784,United Arab Emirates,survey,imf_354_2019_United Arab Emirates,98614
2018,International Monetary Fund - IMF,Uzbekistan - Statistics Department: Technical Assistance Activities during FY 2019,Uzbekistan,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; ,Technical assistance,"199,918",199918,UZB,617,17,Central Asia,860,Uzbekistan,survey,imf_355_2019_Uzbekistan,199918
2018,International Monetary Fund - IMF,Vanuatu - Statistics Department: Technical Assistance Activities during FY 2019,Vanuatu,,Lead donor,NA,2.6; 4.5; 2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"76,598",76598,VUT,854,12,Oceania,548,Vanuatu,survey,imf_356_2019_Vanuatu,76598
2018,International Monetary Fund - IMF,Viet Nam - Statistics Department: Technical Assistance Activities during FY 2019,Viet Nam,,Lead donor,NA,2.6; 4.5; 2.5; 2.4.6; 2.2; 2.7; ,Technical assistance,"146,106",146106,VNM,769,18,South East Asia,704,Viet Nam,survey,imf_357_2019_Viet Nam,146106
2018,International Monetary Fund - IMF,West Bank And Gaza - Statistics Department: Technical Assistance Activities during FY 2019,Palestinian Authority,,Lead donor,NA,2.6; 2.2; 2.4.7; 2.7; ,Technical assistance,"50,200",50200,PSE,550,11,Middle East,275,Palestinian Authority,survey,imf_358_2019_Palestinian Authority,50200
2018,International Monetary Fund - IMF,Zambia - Statistics Department: Technical Assistance Activities during FY 2019,Zambia,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"157,717",157717,ZMB,288,4,Sub-Saharan Africa,894,Zambia,survey,imf_359_2019_Zambia,157717
2018,International Monetary Fund - IMF,Zimbabwe - Statistics Department: Technical Assistance Activities during FY 2019,Zimbabwe,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; ,Technical assistance,"196,147",196147,ZWE,265,4,Sub-Saharan Africa,716,Zimbabwe,survey,imf_360_2019_Zimbabwe,196147
2018,International Monetary Fund - IMF,African Region - Statistics Department: Training Activities during FY 2019,"Africa, regional",Yes,Lead donor,NA,2.6; 4.5; 2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,Training,"880,086",880086,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_361_2019_Regional,880086
2018,International Monetary Fund - IMF,Africa Training Institute - Statistics Department: Training Activities during FY 2019,"Africa, regional",Yes,Lead donor,NA,2.6; 2.4.6; 2.2; ,Training,"94,268",94268,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_362_2019_Regional,94268
2018,International Monetary Fund - IMF,AFRITAC Central - Statistics Department: Training Activities during FY 2019,"Central Africa, regional",Yes,Lead donor,NA,2.5; 2.2; ,Training,"76,766",76766,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_363_2019_Regional,76766
2018,International Monetary Fund - IMF,AFRITAC East - Statistics Department: Training Activities during FY 2019,"Eastern Africa, regional",Yes,Lead donor,NA,2.5; 2.2; 2.4.7; 2.7; ,Training,"86,183",86183,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_364_2019_Regional,86183
2018,International Monetary Fund - IMF,AFRITAC South - Statistics Department: Training Activities during FY 2019,"Southern Africa, regional",Yes,Lead donor,NA,2.2; 2.4.7; 2.7; ,Training,"79,274",79274,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_365_2019_Regional,79274
2018,International Monetary Fund - IMF,AFRITAC West - Statistics Department: Training Activities during FY 2019,"Western Africa, regional",Yes,Lead donor,NA,2.5; 2.2; ,Training,"23,350",23350,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_366_2019_Regional,23350
2018,International Monetary Fund - IMF,AFRITAC West 2 - Statistics Department: Training Activities during FY 2019,"Western Africa, regional",Yes,Lead donor,NA,2.2; 2.7; ,Training,"30,154",30154,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_367_2019_Regional,30154
2018,International Monetary Fund - IMF,MEFMI: Macroeco.Finmgt Inst es AFR - Statistics Department: Training Activities during FY 2019,Sub-Saharan Africa,Yes,Lead donor,NA,2.5; ,Training,"44,381",44381,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_368_2019_Regional,44381
2018,International Monetary Fund - IMF,Asia Pacific Region - Statistics Department: Training Activities during FY 2019,Asia-Pacific,Yes,Lead donor,NA,2.6; 4.5; 2.5; 2.4.6; 2.2; 2.4.7; ,Training,"259,267",259267,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_369_2019_Regional,259267
2018,International Monetary Fund - IMF,IMF-Singapore Regn Training Ins - Statistics Department: Training Activities during FY 2019,Asia-Pacific,Yes,Lead donor,NA,2.5; 2.4.6; 2.2; 2.7; ,Training,"212,876",212876,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_370_2019_Regional,212876
2018,International Monetary Fund - IMF,PFTAC-Pacific Finan'l Tech Asst Ct - Statistics Department: Training Activities during FY 2019,Oceania,Yes,Lead donor,NA,4.5; 2.5; 2.2; ,Training,"27,741",27741,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_371_2019_Regional,27741
2018,International Monetary Fund - IMF,SARTTAC South Asia TA Center - Statistics Department: Training Activities during FY 2019,South Asia,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; 2.7; ,Training,"316,942",316942,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_372_2019_Regional,316942
2018,International Monetary Fund - IMF,TAOLAM (Thailand TA Office) - Statistics Department: Training Activities during FY 2019,South East Asia,Yes,Lead donor,NA,2.6; 2.5; ,Training,"24,704",24704,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_373_2019_Regional,24704
2018,International Monetary Fund - IMF,European Region - Statistics Department: Training Activities during FY 2019,"Europe, regional",Yes,Lead donor,NA,2.6; 4.5; 2.5; 2.4.6; 2.4.7; ,Training,"102,818",102818,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_374_2019_Regional,102818
2018,International Monetary Fund - IMF,Joint Vienna Institute - Statistics Department: Training Activities during FY 2019,"Europe, regional",Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.7; ,Training,"336,705",336705,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_375_2019_Regional,336705
2018,International Monetary Fund - IMF,Multi-Region - Statistics Department: Training Activities during FY 2019,Multilateral unallocated,Yes,Lead donor,NA,2.6; 4.5; 2.5; 2.4.6; 2.2; 2.4.7; ,Training,"1,146,123",1146123,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_376_2019_Regional,1146123
2018,International Monetary Fund - IMF,Middle East & Central Asia Region  - Statistics Department: Training Activities during FY 2019,Asia-Pacific,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Training,"130,709",130709,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_377_2019_Regional,130709
2018,International Monetary Fund - IMF,MIDDLE EAST TA Center  - Statistics Department: Training Activities during FY 2019,Middle East,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Training,"80,253",80253,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_378_2019_Regional,80253
2018,International Monetary Fund - IMF,Center for Economics & Finance - Statistics Department: Training Activities during FY 2019,Middle East,Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; ,Training,"421,609",421609,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_379_2019_Regional,421609
2018,International Monetary Fund - IMF,Western Hemisphere Region - Statistics Department: Training Activities during FY 2019,Multilateral unallocated,Yes,Lead donor,NA,2.4.6; ,Training,"12,396",12396,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_380_2019_Regional,12396
2018,International Monetary Fund - IMF,Brazil Regn Trng Cntr for Latin Am - Statistics Department: Training Activities during FY 2019,South America,Yes,Lead donor,NA,2.5; 2.4.6; 2.2; 2.7; ,Training,"111,249",111249,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_381_2019_Regional,111249
2018,International Monetary Fund - IMF,CARIBBEAN TA Center - Statistics Department: Training Activities during FY 2019,Caribbean,Yes,Lead donor,NA,2.6; 2.2; 2.4.7; ,Training,"38,134",38134,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_382_2019_Regional,38134
2018,International Monetary Fund - IMF,CENTRAL AMERICAN TA Center   - Statistics Department: Training Activities during FY 2019,Central America,Yes,Lead donor,NA,2.5; 2.2; 2.4.7; 2.7; ,Training,"63,636",63636,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_383_2019_Regional,63636
2018,International Monetary Fund - IMF,Somalia - Statistics Department: Training Activities during FY 2019,Somalia,Yes,Lead donor,NA,2.2; ,Training,"15,368",15368,SOM,273,4,Sub-Saharan Africa,706,Somalia,survey,imf_384_2019_Somalia,15368
2019,International Monetary Fund - IMF,AFRITAC CENTRAL,"Central Africa, regional",NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"944,516",944516,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_385_2020_Regional,944516
2019,International Monetary Fund - IMF,AFRITAC East,"Eastern Africa, regional",NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"1,169,774",1169774,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_386_2020_Regional,1169774
2019,International Monetary Fund - IMF,African Countries,"Africa, regional",NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; 4.5; ,Technical Assistance,"1,796,726",1796726,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_387_2020_Regional,1796726
2019,International Monetary Fund - IMF,AFRITAC South,"Southern Africa, regional",NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"919,572",919572,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_388_2020_Regional,919572
2019,International Monetary Fund - IMF,AFRITAC West,"Western Africa, regional",NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"1,012,968",1012968,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_389_2020_Regional,1012968
2019,International Monetary Fund - IMF,AFRITAC West 2,"Western Africa, regional",NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"531,704",531704,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_390_2020_Regional,531704
2019,International Monetary Fund - IMF,Asia Pacific Region,Asia-Pacific,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 4.5; ,Technical Assistance,"1,049,175",1049175,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_391_2020_Regional,1049175
2019,International Monetary Fund - IMF,Africa Training Institute,"Africa, regional",NA,Lead Donor,NA,2.4.7; 2.4.6; ,Technical Assistance,"292,001",292001,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_392_2020_Regional,292001
2019,International Monetary Fund - IMF,BCEAO-CB Etats L'Afrique L'Ouest,"Western Africa, regional",NA,Lead Donor,NA,2.4.6; ,Technical Assistance,"17,754",17754,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_393_2020_Regional,17754
2019,International Monetary Fund - IMF,CARTAC:Caribbean Region TA Center,Caribbean,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"1,091,980",1091980,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_394_2020_Regional,1091980
2019,International Monetary Fund - IMF,CAPTAC: Central American Regional TA Center,Central America,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"880,637",880637,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_395_2020_Regional,880637
2019,International Monetary Fund - IMF,TAOLAM (Thailand TA Office),South East Asia,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; ,Technical Assistance,"594,927",594927,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_396_2020_Regional,594927
2019,International Monetary Fund - IMF,CEMAC - Com. Econ. Mon. AFR Center,"Central Africa, regional",NA,Lead Donor,NA,2.4.6; ,Technical Assistance,"14,067",14067,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_397_2020_Regional,14067
2019,International Monetary Fund - IMF,East African Community,"Eastern Africa, regional",NA,Lead Donor,NA,2.5,Technical Assistance,"5,054",5054,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_398_2020_Regional,5054
2019,International Monetary Fund - IMF,ECCU / ECCB,Caribbean,NA,Lead Donor,NA,2.5; ,Technical Assistance,"5,264",5264,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_399_2020_Regional,5264
2019,International Monetary Fund - IMF,European Region,"Europe, regional",NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"711,398",711398,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_400_2020_Regional,711398
2019,International Monetary Fund - IMF,Multi-Region: International Monetary Fund,Multilateral unallocated,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; 4.5; ,Technical Assistance,"7,442,441",7442441,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_401_2020_Regional,7442441
2019,International Monetary Fund - IMF,Middle East & Central Asia Region,Asia-Pacific,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; ,Technical Assistance,"438,485",438485,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_402_2020_Regional,438485
2019,International Monetary Fund - IMF,Middle East Tech.Assist. Center,Middle East,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"376,945",376945,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_403_2020_Regional,376945
2019,International Monetary Fund - IMF,PFTAC: Pacific Finan'l Tech Asst Center,Oceania,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"960,241",960241,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_404_2020_Regional,960241
2019,International Monetary Fund - IMF,SARTTAC: South Asia TA Center,South Asia,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"1,083,913",1083913,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_405_2020_Regional,1083913
2019,International Monetary Fund - IMF,WAIFEM:West Afr Inst-Fin/Eco Mgt,"Western Africa, regional",NA,Lead Donor,NA,2.4.6; ,Technical Assistance,"18,947",18947,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_406_2020_Regional,18947
2019,International Monetary Fund - IMF,WAEMU:West African Eco/Monetary Union,"Western Africa, regional",NA,Lead Donor,NA,2.5; ,Technical Assistance,"6,992",6992,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_407_2020_Regional,6992
2019,International Monetary Fund - IMF,Western Hemisphere Region,Multilateral unallocated,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"85,711",85711,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_408_2020_Regional,85711
2019,International Monetary Fund - IMF,"Afghanistan, Islamic Republic",Afghanistan,NA,Lead Donor,NA,2.6; 2.4.6; ,Technical Assistance,"58,931",58931,AFG,625,10,South Asia,4,Afghanistan,survey,imf_409_2020_Afghanistan,58931
2019,International Monetary Fund - IMF,Albania,Albania,NA,Lead Donor,NA,2.5; 2.2; ,Technical Assistance,"56,811",56811,ALB,71,103,Eastern Europe,8,Albania,survey,imf_410_2020_Albania,56811
2019,International Monetary Fund - IMF,Algeria,Algeria,NA,Lead Donor,NA,2.5; ,Technical Assistance,"42,139",42139,DZA,130,3,North of Sahara,12,Algeria,survey,imf_411_2020_Algeria,42139
2019,International Monetary Fund - IMF,Angola,Angola,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; 2.7,Technical Assistance,"130,846",130846,AGO,225,4,Sub-Saharan Africa,24,Angola,survey,imf_412_2020_Angola,130846
2019,International Monetary Fund - IMF,Antigua And Barbuda,Antigua and Barbuda,NA,Lead Donor,NA,2.6; ,Technical Assistance,"34,623",34623,ATG,377,15,Caribbean,28,Antigua and Barbuda,survey,imf_413_2020_Antigua and Barbuda,34623
2019,International Monetary Fund - IMF,Arab Monetary Fund,Arab Monetary Fund,NA,Lead Donor,NA,2.6; ,Technical Assistance,"6,838",6838,NA,202101,11,Middle East,NA,Arab Monetary Fund,survey,imf_414_2020_Arab Monetary Fund,6838
2019,International Monetary Fund - IMF,Argentina,Argentina,NA,Lead Donor,NA,2.4.6; ,Technical Assistance,"6,189",6189,ARG,425,7,South America,32,Argentina,survey,imf_415_2020_Argentina,6189
2019,International Monetary Fund - IMF,Armenia,Armenia,NA,Lead Donor,NA,2.5; 2.7; ,Technical Assistance,"54,358",54358,ARM,610,103,Eastern Europe,51,Armenia,survey,imf_416_2020_Armenia,54358
2019,International Monetary Fund - IMF,Aruba,Aruba,NA,Lead Donor,NA,2.6; 2.2; ,Technical Assistance,"51,429",51429,ABW,373,15,Caribbean,533,Aruba,survey,imf_417_2020_Aruba,51429
2019,International Monetary Fund - IMF,Azerbaijan,Azerbaijan,NA,Lead Donor,NA,2.2; ,Technical Assistance,"25,593",25593,AZE,611,103,Eastern Europe,31,Azerbaijan,survey,imf_418_2020_Azerbaijan,25593
2019,International Monetary Fund - IMF,Bahamas,Bahamas,NA,Lead Donor,NA,2.2; ,Technical Assistance,"19,059",19059,BHS,328,15,Caribbean,44,Bahamas,survey,imf_419_2020_Bahamas,19059
2019,International Monetary Fund - IMF,Bangladesh,Bangladesh,NA,Lead Donor,NA,2.6; 2.4.6; 2.5; 2.2; 2.7,Technical Assistance,"186,708",186708,BGD,666,10,South Asia,50,Bangladesh,survey,imf_420_2020_Bangladesh,186708
2019,International Monetary Fund - IMF,Barbados,Barbados,NA,Lead Donor,NA,2.4.7; 2.4.6; 2.2; 4.5; 2.7,Technical Assistance,"270,605",270605,BRB,329,15,Caribbean,52,Barbados,survey,imf_421_2020_Barbados,270605
2019,International Monetary Fund - IMF,Belarus,Belarus,NA,Lead Donor,NA,2.4.6; 2.2; ,Technical Assistance,"19,432",19432,BLR,86,103,Eastern Europe,112,Belarus,survey,imf_422_2020_Belarus,19432
2019,International Monetary Fund - IMF,Belize,Belize,NA,Lead Donor,NA,2.2; ,Technical Assistance,"30,054",30054,BLZ,352,16,Central America,84,Belize,survey,imf_423_2020_Belize,30054
2019,International Monetary Fund - IMF,Benin,Benin,NA,Lead Donor,NA,2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"58,586",58586,BEN,236,4,Sub-Saharan Africa,204,Benin,survey,imf_424_2020_Benin,58586
